condition,k,baseline,variant,n,cost_delta,delta_low,delta_high,cost_ratio,ratio_low,ratio_high,auc_delta,auc_delta_low,auc_delta_high,wins,ties,losses
benign,4,count_e0.05,count_e0.2,12,416.6666666666667,-168.7499999999981,1083.3333333333333,1.0520833333333333,0.975770264681555,1.1477272727272727,-0.006944444444500014,-0.01805555555566669,0.00281250000012866,3,4,5
benign,8,count_e0.05,count_e0.2,12,916.6666666666666,-166.66666666666666,1916.6666666666667,1.0582010582010584,0.9896373056994818,1.121546961325967,-0.020833333333333325,-0.03472222222224999,-0.006944444444416674,2,3,7
benign,4,count_e0.05,count_e0.5,12,3250.0,1916.6666666666667,4583.333333333333,1.40625,1.272727272727273,1.5204187925170065,-0.061111111111250005,-0.08194444444466667,-0.03888888888908335,0,1,11
benign,8,count_e0.05,count_e0.5,12,8750.0,5916.666666666667,12333.333333333334,1.5555555555555556,1.4078212290502794,1.729861374407583,-0.15277777777775003,-0.2166666666666667,-0.10416666666658332,0,0,12
benign,4,count_e0.05,learned_qrm_e0.05,12,-2833.3333333333335,-3750.0,-2083.3333333333335,0.6458333333333334,0.5894689849624061,0.7127659574468085,0.04722222222216669,0.03472222222200002,0.06249999999983336,12,0,0
benign,8,count_e0.05,learned_qrm_e0.05,12,-8416.666666666666,-9835.416666666666,-7000.0,0.4656084656084656,0.42583495191624426,0.5081989855991305,0.14166666666683336,0.1180555555557479,0.16527777777799998,12,0,0
benign,4,count_e0.05,learned_qrm_e0.2,12,-2750.0,-3416.6666666666665,-2166.6666666666665,0.65625,0.6136363636363636,0.7011494252873562,0.04583333333325002,0.03611111111083335,0.056944444444416674,12,0,0
benign,8,count_e0.05,learned_qrm_e0.2,12,-8000.0,-9166.666666666666,-6916.666666666667,0.49206349206349204,0.45789473684210524,0.5248618784530387,0.1347222222225,0.116666666667,0.15416666666674997,12,0,0
benign,4,count_e0.05,learned_qrm_e0.5,12,-1583.3333333333333,-2335.4166666666647,-916.6666666666666,0.8020833333333334,0.7244897959183674,0.8876404494382022,0.024999999999916672,0.013888888888666684,0.03888888888866666,11,0,1
benign,8,count_e0.05,learned_qrm_e0.5,12,-5416.666666666667,-6250.0,-4583.333333333333,0.6560846560846562,0.6145833333333334,0.6984924623115579,0.09166666666674998,0.07777777777783333,0.10694444444441664,12,0,0
benign,4,count_e0.05,progressive_h0.2,12,166.66666666666666,-416.6666666666667,666.6666666666666,1.0208333333333335,0.9560366624525917,1.0833333333333333,-0.0027777777779166755,-0.011111111111333338,0.006944444444249974,2,5,5
benign,8,count_e0.05,progressive_h0.2,12,-166.66666666666666,-583.3333333333334,250.0,0.9894179894179894,0.964642729065806,1.0151534379326257,0.004166666666833342,-0.0027777777776666532,0.011111111111333338,4,6,2
benign,4,count_e0.05,progressive_h0.5,12,416.6666666666667,-250.0,1083.3333333333333,1.0520833333333333,0.9702970297029704,1.1444477911646587,-0.008333333333500012,-0.01944444444466668,0.0027777777777499937,4,2,6
benign,8,count_e0.05,progressive_h0.5,12,833.3333333333334,166.66666666666666,1500.0,1.0529100529100528,1.0101010101010102,1.1028571428571428,-0.013888888888666656,-0.02499999999983334,-0.00277777777749999,2,3,7
benign,4,count_e0.05,progressive_h0.8,12,3000.0,2000.0,4000.0,1.375,1.2476190476190476,1.5116279069767442,-0.05000000000016669,-0.06666666666675,-0.033333333333583355,0,1,11
benign,8,count_e0.05,progressive_h0.8,12,3833.3333333333335,2500.0,5333.333333333333,1.2433862433862433,1.1666666666666667,1.3241758241758241,-0.06527777777766665,-0.08888888888875002,-0.04444444444416663,0,0,12
